arrival_time,start_service,end_service,wait_time,total_time
140.49253290205374,140.49253290205374,142.17297651175554,0.0,1.680443609701797
140.62465343679298,140.62465343679298,144.61392304971372,0.0,3.9892696129207366
141.4050302089827,141.4050302089827,148.58868055788656,0.0,7.1836503489038535
142.68341553735462,142.68341553735462,144.46199033163353,0.0,1.77857479427891
143.2401702163117,144.46199033163353,163.03989295624996,1.221820115321833,19.79972273993826
143.9976486021204,144.61392304971372,151.2796020936108,0.6162744475933266,7.2819534914904125
147.48701205421,148.58868055788656,150.12272541076155,1.1016685036765637,2.6357133565515483
148.90036623273863,150.12272541076155,150.5356060526334,1.2223591780229128,1.635239819894764
150.107030931541,150.5356060526334,154.1964986141605,0.4285751210923934,4.0894676826194996
150.4079820478909,151.2796020936108,151.59517270867593,0.8716200457199079,1.1871906607850349
150.63165428951285,151.59517270867593,155.3585023092873,0.9635184191630799,4.726848019774451
152.40833387350227,154.1964986141605,154.22792080078676,1.7881647406582317,1.8195869272844902
154.03456020404218,154.22792080078676,157.0951464541046,0.19336059674458284,3.060586250062414
154.49110977390822,155.3585023092873,156.52920498837904,0.8673925353790821,2.0380952144708147
156.78417753896704,156.78417753896704,159.97239868016445,0.0,3.1882211411974026
157.95772970034602,157.95772970034602,158.345182232984,0.0,0.38745253263797963
158.47548882908401,158.47548882908401,163.04158767605065,0.0,4.566098846966639
